COD CLIENTE,COD UNID,COD SERVICIO,Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Requerido,Personal_Estimado,Personal_Real,Déficit_Superávit,% Cobertura,Estado,Registros_Totales,Registros_Duplicados,Origen_Registro,Lider Zonal,Zona,MacroZona
54554,23604,M78,Liderman Servicios S.A.C.,PROFUTURO AFP,PROFUTURO AFP SEDE SAN ISIDRO,AGENTE RECEPCIONISTA PARKING 09 HRS L/V DÍA,2023-08-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
54554,23604,M79,Liderman Servicios S.A.C.,PROFUTURO AFP,PROFUTURO AFP SEDE SAN ISIDRO,AGENTE MOTORIZADO PARKING 09 HRS L/V DÍA,2023-08-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
54555,10275,53,J&V Resguardo S.A.C.,SANDVIK DEL PERU S A,SANDVIK LOCAL CAJAMARQUILLA,AGENTE SEGURIDAD 12 HRS L/V (DÍA),2022-05-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
54555,10275,95,J&V Resguardo S.A.C.,SANDVIK DEL PERU S A,SANDVIK LOCAL CAJAMARQUILLA,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
54556,611,95,J&V Resguardo S.A.C.,MEGA LABS LATAM S.A.,MEGA LABS LATAM SEDE MAGDALENA,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,JOSE ESCALANTE,ZONA C11,ZONA CENTRO
54556,612,95,J&V Resguardo S.A.C.,MEGA LABS LATAM S.A.,MEGA LABS LATAM ALMACÉN CHORRILLOS,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,6,1.333333333333333,128.6,Excedente,6,0,Servicio_Vivo,WILMAR SALAS,ZONA S4,ZONA SUR
54559,26381,113,J&V Resguardo S.A.C.,CHIMU AGROPECUARIA S.A.,CHIMU AGROPECUARIA TRUJILLO,OPERADOR CENTRO CONTROL 24 HRS L/D,2025-04-12,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,JAN INGA,REGION TRUJILLO,REGION NORTE
55024,21149,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS LURÍN OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2025-01-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,FERNANDO YUCRA,ZONA S7,ZONA SUR
55024,21151,165,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,SUPERVISOR SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,48,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE SEGURIDAD 12 HRS L/S DÍA,2021-12-09,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,8,9.333333333333334,28,18.666666666666664,300.0,Excedente,28,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2023-07-05,2099-12-31,2,2.3333333333333335,28,25.666666666666668,1200.0,Excedente,28,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2024-11-13,2099-12-31,2,2.3333333333333335,28,25.666666666666668,1200.0,Excedente,28,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2024-11-01,2099-12-31,10,11.666666666666666,28,16.333333333333336,240.0,Excedente,28,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21151,J51,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 1 OPERACIONES,AGENTE IDENTIFICACIONES 12 HRS L/S DÍA,2024-11-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21154,165,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 2 OPERACIONES,SUPERVISOR SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21154,48,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 2 OPERACIONES,AGENTE SEGURIDAD 12 HRS L/S DÍA,2024-11-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21154,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 2 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2025-01-01,2099-12-31,10,11.666666666666666,12,0.3333333333333339,102.9,Excedente,12,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21156,48,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA VEHÍCULOS,AGENTE SEGURIDAD 12 HRS L/S DÍA,2022-11-07,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21156,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA VEHÍCULOS,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,6,7.0,7,0.0,100.0,Completo,7,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21157,165,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS PAITA 1 OPERACIONES,SUPERVISOR SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55024,21157,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS PAITA 1 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,6,7.0,7,0.0,100.0,Completo,7,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55024,21158,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS PAITA 2 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,4,4.666666666666667,4,-0.666666666666667,85.7,Déficit,4,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55024,21159,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS PAITA 1 ACCESOS,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55024,21160,J51,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS PAITA 1 IDENTIFICACIONES,AGENTE IDENTIFICACIONES 12 HRS L/S DÍA,2021-12-16,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55024,21161,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 3 OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21162,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS GAMBETTA 3 ACCESOS,AGENTE SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55024,21170,165,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,SUPERVISOR SEGURIDAD 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,48,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,AGENTE SEGURIDAD 12 HRS L/S DÍA,2024-11-01,2099-12-31,5,5.0,15,10.0,300.0,Excedente,15,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,48,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,AGENTE SEGURIDAD 12 HRS L/S DÍA,2021-12-09,2099-12-31,8,8.0,15,7.0,187.5,Excedente,15,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,765,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,COORDINADOR GENERAL 12 HRS L/S (DÍA),2021-12-09,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,899,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,AGENTE SEGURIDAD 12 HRS D/V NOCHE,2021-12-09,2099-12-31,3,3.0,3,0.0,100.0,Completo,3,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,10,11.666666666666666,21,9.333333333333334,180.0,Excedente,21,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,95,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,AGENTE SEGURIDAD 24 HRS L/D,2024-11-01,2099-12-31,8,9.333333333333334,21,11.666666666666666,225.0,Excedente,21,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21170,J43,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA OPERACIONES,SUPERVISOR SSOMA 24 HRS L/D,2021-12-09,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21176,J49,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA SCANER,OPERADOR DE SCANER 24 HRS L/D,2024-11-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21177,J52,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA ACCESOS,PNP 24 HRS L/D,2023-10-20,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21177,O87,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA ACCESOS,PNP 12 HRS L/D (DÍA),2024-07-15,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21246,626,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA CCTV,OPERADOR CCTV 24 HRS L/D,2022-12-21,2099-12-31,2,2.3333333333333335,7,4.666666666666666,300.0,Excedente,7,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55024,21246,626,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA CCTV,OPERADOR CCTV 24 HRS L/D,2021-12-09,2099-12-31,4,4.666666666666667,7,2.333333333333333,150.0,Excedente,7,0,Servicio_Vivo,JUAN MAYHUIRE,ZONA N7,ZONA NORTE
55026,931,106,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN PRINCIPAL ATE,JEFE DE GRUPO 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO
55026,931,48,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN PRINCIPAL ATE,AGENTE SEGURIDAD 12 HRS L/S DÍA,2022-05-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO
55026,931,554,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN PRINCIPAL ATE,AGENTE SEGURIDAD ESPECIAL 12 HRS L/D,2022-05-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO
55026,931,95,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN PRINCIPAL ATE,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,6,1.333333333333333,128.6,Excedente,6,0,Servicio_Vivo,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO
55026,931,F16,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN PRINCIPAL ATE,AGENTE SEGURIDAD 12 HRS L/D ROTATIVO,2024-06-05,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO
55026,25156,95,J&V Resguardo S.A.C.,CORPORACION DE INDUSTRIAS PLASTICAS S A,CIPSA ALMACÉN VILLA EL SALVADOR,AGENTE SEGURIDAD 24 HRS L/D,2024-05-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,CARLOS HUAMAN,ZONA S2,ZONA SUR
55080,22889,113,J&V Resguardo S.A.C.,TRABAJOS MARITIMOS S.A.,TRAMARSA SEDE ILO,OPERADOR CENTRO CONTROL 24 HRS L/D,2023-03-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
55080,22889,95,J&V Resguardo S.A.C.,TRABAJOS MARITIMOS S.A.,TRAMARSA SEDE ILO,AGENTE SEGURIDAD 24 HRS L/D,2023-03-01,2099-12-31,6,7.0,8,1.0,114.3,Excedente,8,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
55080,22890,95,J&V Resguardo S.A.C.,TRABAJOS MARITIMOS S.A.,TRAMARSA SEDE PAITA,AGENTE SEGURIDAD 24 HRS L/D,2023-03-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55080,22901,95,J&V Resguardo S.A.C.,TRABAJOS MARITIMOS S.A.,TRAMARSA SEDE CALLAO PAÑOL,AGENTE SEGURIDAD 24 HRS L/D,2023-03-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,BRADDI CUEVA,ZONA N6,ZONA NORTE
55080,22902,95,J&V Resguardo S.A.C.,TRABAJOS MARITIMOS S.A.,TRAMARSA SEDE CALLAO COLON,AGENTE SEGURIDAD 24 HRS L/D,2023-03-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,BRADDI CUEVA,ZONA N6,ZONA NORTE
55081,7499,08,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND PRINCIPAL & DEMARES,AGENTE RECEPCIONISTA 12 HRS L/D (DÍA),2024-05-01,2099-12-31,2,3.0,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,7499,18,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND PRINCIPAL & DEMARES,AGENTE SEGURIDAD 08 HRS L/S DÍA,2018-11-22,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,7499,444,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND PRINCIPAL & DEMARES,COORDINADOR 24 HRS L/D,2020-12-23,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,7499,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND PRINCIPAL & DEMARES,AGENTE SEGURIDAD 24 HRS L/D,2024-05-01,2099-12-31,20,23.333333333333332,24,0.6666666666666679,102.9,Excedente,24,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,7499,99,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND PRINCIPAL & DEMARES,AGENTE SEGURIDAD 24 HRS L/S,2024-08-01,2099-12-31,2,2.0,2,0.0,100.0,Completo,2,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,7505,151,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN PAITA,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),2023-11-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55081,7505,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN PAITA,AGENTE SEGURIDAD 24 HRS L/D,2024-05-01,2099-12-31,14,16.333333333333332,24,7.666666666666668,146.9,Excedente,24,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55081,7505,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN PAITA,AGENTE SEGURIDAD 24 HRS L/D,2024-10-21,2099-12-31,2,2.3333333333333335,24,21.666666666666668,1028.6,Excedente,24,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55081,7505,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN PAITA,AGENTE SEGURIDAD 24 HRS L/D,2023-12-08,2099-12-31,2,2.3333333333333335,24,21.666666666666668,1028.6,Excedente,24,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55081,7505,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN PAITA,AGENTE SEGURIDAD 24 HRS L/D,2024-09-24,2099-12-31,2,2.3333333333333335,24,21.666666666666668,1028.6,Excedente,24,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
55081,8135,165,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN VILLA EL SALVADOR,SUPERVISOR SEGURIDAD 24 HRS L/D,2016-01-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,CARLOS HUAMAN,ZONA S2,ZONA SUR
55081,8135,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN VILLA EL SALVADOR,AGENTE SEGURIDAD 24 HRS L/D,2024-05-01,2099-12-31,4,4.666666666666667,6,1.333333333333333,128.6,Excedente,6,0,Servicio_Vivo,CARLOS HUAMAN,ZONA S2,ZONA SUR
55081,9764,151,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN HUACHIPA,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),2021-04-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
55081,9764,48,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN HUACHIPA,AGENTE SEGURIDAD 12 HRS L/S DÍA,2020-04-15,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
55081,9764,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D,2016-09-10,2099-12-31,2,2.3333333333333335,7,4.666666666666666,300.0,Excedente,7,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
55081,9764,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D,2017-09-07,2099-12-31,2,2.3333333333333335,7,4.666666666666666,300.0,Excedente,7,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
55081,9764,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D,2018-06-02,2099-12-31,2,2.3333333333333335,7,4.666666666666666,300.0,Excedente,7,0,Servicio_Vivo,ANDERSON GUTARA,ZONA C1,ZONA CENTRO
55081,12268,41,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN GRAU,AGENTE SEGURIDAD 12 HRS L/D DÍA,2023-03-31,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,SANTIAGO BRAVO,ZONA N9,ZONA NORTE
55081,12268,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN GRAU,AGENTE SEGURIDAD 24 HRS L/D,2021-10-13,2099-12-31,2,2.3333333333333335,4,1.6666666666666665,171.4,Excedente,4,0,Servicio_Vivo,SANTIAGO BRAVO,ZONA N9,ZONA NORTE
55081,12268,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN GRAU,AGENTE SEGURIDAD 24 HRS L/D,2018-01-15,2099-12-31,2,2.3333333333333335,4,1.6666666666666665,171.4,Excedente,4,0,Servicio_Vivo,SANTIAGO BRAVO,ZONA N9,ZONA NORTE
55081,12408,42,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN OTIURA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2024-07-18,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,12408,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN OTIURA,AGENTE SEGURIDAD 24 HRS L/D,2024-05-01,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,12877,95,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ACCESO VEHICULAR ARATO TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D,2018-04-28,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JAN INGA,REGION TRUJILLO,REGION NORTE
55081,13179,932,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND CALLAO GPS PRINCIPAL,OPERADOR GPS 12 HRS L/S (DÍA),2022-04-16,2099-12-31,1,1.0,3,2.0,300.0,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,13179,932,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND CALLAO GPS PRINCIPAL,OPERADOR GPS 12 HRS L/S (DÍA),2024-05-01,2099-12-31,1,1.0,3,2.0,300.0,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,13179,B54,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND CALLAO GPS PRINCIPAL,OPERADOR GPS 24 HRS L/D,2024-12-03,2099-12-31,2,3.0,3,0.0,100.0,Completo,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
55081,13179,K94,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND CALLAO GPS PRINCIPAL,OPERADOR GPS 12 HRS L/D DÍA,2025-04-28,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
